,Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,media views,media engagements,date,time_extracted,Day,Month,Year
326,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id #enim,6.43E+15,2020-07-21 02:32:00+00:00,235,2,0.008510638,0,0,2,0,0,0,0,49,0,21-07-2020,02:32,21,7,2020
327,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus #nibh,4.54E+15,2020-07-20 23:43:00+00:00,668,0,0,0,0,0,0,0,0,0,0,0,20-07-2020,23:43,20,7,2020
328,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi #ipsum,6.31E+15,2020-07-20 20:37:00+00:00,130,3,0.023076923,0,0,3,0,0,0,0,0,0,20-07-2020,20:37,20,7,2020
329,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec #vivamus,2.55E+15,2020-07-20 17:45:00+00:00,320,2,0.00625,0,1,1,0,0,0,0,50,0,20-07-2020,17:45,20,7,2020
330,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante #aliquam,1.96E+15,2020-07-20 17:15:00+00:00,580,17,0.029310345,0,2,11,2,0,0,2,0,0,20-07-2020,17:15,20,7,2020
331,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue #augue,3.90E+15,2020-07-20 15:31:00+00:00,286,4,0.013986014,0,1,2,1,0,0,0,0,0,20-07-2020,15:31,20,7,2020
333,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in #nam,2.31E+15,2020-07-19 18:24:00+00:00,1327,175,0.131876413,0,0,24,8,10,4,4,125,125,19-07-2020,18:24,19,7,2020
334,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet #pede,1.18E+15,2020-07-19 03:00:00+00:00,191,5,0.02617801,0,1,0,0,3,0,1,0,0,19-07-2020,03:00,19,7,2020
335,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque #morbi,2.61E+15,2020-07-17 22:24:00+00:00,142,4,0.028169014,0,1,1,1,0,0,1,0,0,17-07-2020,22:24,17,7,2020
336,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #ac,5.22E+15,2020-07-17 21:41:00+00:00,64,1,0.015625,0,0,1,0,0,0,0,0,0,17-07-2020,21:41,17,7,2020
337,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac #amet,2.21E+15,2020-07-17 21:31:00+00:00,223,7,0.031390135,0,1,2,0,0,0,4,0,0,17-07-2020,21:31,17,7,2020
339,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat #ullamcorper,6.34E+14,2020-07-17 20:27:00+00:00,474,6,0.012658228,0,0,2,1,0,0,3,0,0,17-07-2020,20:27,17,7,2020
340,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo #quis,8.70E+15,2020-07-17 19:05:00+00:00,71,1,0.014084507,0,0,1,0,0,0,0,0,0,17-07-2020,19:05,17,7,2020
341,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non #congue,1.83E+14,2020-07-17 19:00:00+00:00,217,3,0.013824885,0,0,1,0,0,0,2,31,0,17-07-2020,19:00,17,7,2020
342,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #rutrum,1.92E+15,2020-07-17 17:24:00+00:00,262,5,0.019083969,0,1,1,0,0,0,3,0,0,17-07-2020,17:24,17,7,2020
343,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere #mi,9.13E+15,2020-07-17 16:51:00+00:00,215,5,0.023255814,0,1,2,0,0,0,0,43,2,17-07-2020,16:51,17,7,2020
344,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam #eget,2.71E+15,2020-07-17 14:56:00+00:00,553,2,0.003616637,0,0,0,2,0,0,0,0,0,17-07-2020,14:56,17,7,2020
345,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis #hac,6.82E+15,2020-07-17 13:19:00+00:00,587,1,0.001703578,0,0,1,0,0,0,0,0,0,17-07-2020,13:19,17,7,2020
346,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti #convallis,2.35E+15,2020-07-17 12:19:00+00:00,25,0,0,0,0,0,0,0,0,0,0,0,17-07-2020,12:19,17,7,2020
347,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non #nulla,6.51E+15,2020-07-17 02:18:00+00:00,468,23,0.049145299,0,1,2,0,0,0,0,20,20,17-07-2020,02:18,17,7,2020
348,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #sit,7.41E+15,2020-07-17 02:08:00+00:00,322,5,0.01552795,0,0,1,0,0,0,4,0,0,17-07-2020,02:08,17,7,2020
349,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae #fusce,3.43E+15,2020-07-17 01:59:00+00:00,195,19,0.097435897,0,1,2,0,1,0,1,14,14,17-07-2020,01:59,17,7,2020
350,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur #consequat,8.64E+15,2020-07-17 01:53:00+00:00,384,4,0.010416667,0,0,1,0,0,0,1,2,2,17-07-2020,01:53,17,7,2020
351,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id #imperdiet,1.25E+14,2020-07-17 00:16:00+00:00,448,16,0.035714286,0,1,8,0,0,0,2,147,5,17-07-2020,00:16,17,7,2020
352,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur #quis,2.57E+14,2020-07-16 22:08:00+00:00,3929,48,0.012216849,4,2,18,8,0,1,15,0,0,16-07-2020,22:08,16,7,2020
353,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo #etiam,1.42E+15,2020-07-16 18:47:00+00:00,254,0,0,0,0,0,0,0,0,0,0,0,16-07-2020,18:47,16,7,2020
354,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui #egestas,3.35E+15,2020-07-16 18:05:00+00:00,377,12,0.031830239,0,1,6,0,0,0,0,90,5,16-07-2020,18:05,16,7,2020
355,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet #tempus,1.14E+15,2020-07-16 16:28:00+00:00,365,4,0.010958904,0,1,0,0,0,0,0,84,3,16-07-2020,16:28,16,7,2020
356,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae #dapibus,3.04E+15,2020-07-16 14:58:00+00:00,264,4,0.015151515,0,0,1,0,0,0,3,0,0,16-07-2020,14:58,16,7,2020
357,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus #etiam,5.38E+15,2020-07-16 13:14:00+00:00,174,2,0.011494253,0,0,2,0,0,0,0,0,0,16-07-2020,13:14,16,7,2020
358,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet #ac,5.30E+14,2020-07-15 23:39:00+00:00,870,78,0.089655172,1,0,5,1,0,0,7,64,64,15-07-2020,23:39,15,7,2020
359,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #ante,4.95E+15,2020-07-15 22:30:00+00:00,231,4,0.017316017,0,0,1,0,3,0,0,0,0,15-07-2020,22:30,15,7,2020
360,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat #quam,1.15E+14,2020-07-15 20:10:00+00:00,76,2,0.026315789,0,0,2,0,0,0,0,0,0,15-07-2020,20:10,15,7,2020
361,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet #vitae,1.97E+15,2020-07-15 19:51:00+00:00,164,5,0.030487805,0,0,2,0,0,0,3,0,0,15-07-2020,19:51,15,7,2020
362,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper #eu,2.32E+15,2020-07-15 18:59:00+00:00,244,14,0.057377049,0,1,4,0,0,0,9,0,0,15-07-2020,18:59,15,7,2020
363,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat #adipiscing,7.64E+15,2020-07-15 17:51:00+00:00,60,1,0.016666667,0,0,1,0,0,0,0,15,0,15-07-2020,17:51,15,7,2020
365,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit #nisl,2.59E+15,2020-07-15 12:46:00+00:00,664,14,0.021084337,1,0,5,0,1,2,3,2,2,15-07-2020,12:46,15,7,2020
366,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus #suspendisse,1.34E+15,2020-07-15 12:40:00+00:00,519,19,0.036608863,0,2,2,4,0,0,11,0,0,15-07-2020,12:40,15,7,2020
367,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet #neque,5.43E+15,2020-07-15 11:46:00+00:00,177,1,0.005649718,0,0,0,0,0,0,0,22,1,15-07-2020,11:46,15,7,2020
368,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus #condimentum,5.41E+15,2020-07-15 03:57:00+00:00,85,9,0.105882353,0,0,1,0,0,0,0,8,8,15-07-2020,03:57,15,7,2020
369,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie #faucibus,5.22E+15,2020-07-15 03:32:00+00:00,35,3,0.085714286,0,0,2,1,0,0,0,12,0,15-07-2020,03:32,15,7,2020
370,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum #condimentum,1.81E+15,2020-07-15 01:04:00+00:00,243,2,0.008230453,0,0,2,0,0,0,0,44,0,15-07-2020,01:04,15,7,2020
371,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque #pharetra,2.88E+15,2020-07-15 01:01:00+00:00,135,5,0.037037037,0,1,3,0,0,0,0,40,1,15-07-2020,01:01,15,7,2020
372,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis #consequat,1.10E+15,2020-07-15 00:57:00+00:00,1380,134,0.097101449,0,1,3,21,0,0,27,82,82,15-07-2020,00:57,15,7,2020
373,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio #dictumst,2.98E+15,2020-07-14 21:14:00+00:00,223,5,0.022421525,0,1,3,0,0,0,1,0,0,14-07-2020,21:14,14,7,2020
374,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #morbi,3.28E+15,2020-07-14 21:03:00+00:00,172,7,0.040697674,0,1,1,0,0,0,5,0,0,14-07-2020,21:03,14,7,2020
375,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer #diam,2.87E+15,2020-07-14 20:12:00+00:00,348,4,0.011494253,0,1,3,0,0,0,0,0,0,14-07-2020,20:12,14,7,2020
377,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #molestie,3.17E+15,2020-07-14 19:52:00+00:00,258,5,0.019379845,0,0,0,0,0,0,0,59,5,14-07-2020,19:52,14,7,2020
378,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit #aliquam,9.15E+15,2020-07-14 19:02:00+00:00,938,12,0.012793177,0,0,8,0,0,0,4,0,0,14-07-2020,19:02,14,7,2020
379,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere #leo,5.94E+15,2020-07-14 18:31:00+00:00,209,4,0.019138756,0,0,3,0,0,0,0,81,1,14-07-2020,18:31,14,7,2020
380,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #egestas,1.33E+15,2020-07-14 17:30:00+00:00,19,0,0,0,0,0,0,0,0,0,0,0,14-07-2020,17:30,14,7,2020
381,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla #rutrum,2.58E+15,2020-07-14 17:27:00+00:00,934,27,0.028907923,0,2,5,4,0,0,13,147,3,14-07-2020,17:27,14,7,2020
382,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla #nulla,1.78E+15,2020-07-14 17:16:00+00:00,485,7,0.01443299,1,0,2,0,0,0,4,0,0,14-07-2020,17:16,14,7,2020
383,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit #ac,4.41E+15,2020-07-14 17:15:00+00:00,438,4,0.00913242,0,1,0,1,0,0,2,0,0,14-07-2020,17:15,14,7,2020
384,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis #ligula,6.61E+15,2020-07-14 17:14:00+00:00,711,19,0.026722925,0,1,2,4,0,0,12,0,0,14-07-2020,17:14,14,7,2020
385,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed #sapien,8.64E+15,2020-07-14 16:30:00+00:00,272,26,0.095588235,0,2,4,0,17,0,3,0,0,14-07-2020,16:30,14,7,2020
386,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat #fusce,5.25E+15,2020-07-14 14:21:00+00:00,630,32,0.050793651,0,0,5,0,0,0,0,27,27,14-07-2020,14:21,14,7,2020
387,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo #quam,2.48E+15,2020-07-14 13:10:00+00:00,183,5,0.027322404,0,1,4,0,0,0,0,0,0,14-07-2020,13:10,14,7,2020
388,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #nisl,5.08E+15,2020-07-14 12:53:00+00:00,306,7,0.022875817,0,1,1,3,0,0,2,0,0,14-07-2020,12:53,14,7,2020
389,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est #accumsan,9.97E+14,2020-07-14 12:25:00+00:00,131,2,0.015267176,0,0,1,0,0,0,1,0,0,14-07-2020,12:25,14,7,2020
390,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #donec,2.25E+15,2020-07-14 12:24:00+00:00,87,0,0,0,0,0,0,0,0,0,0,0,14-07-2020,12:24,14,7,2020
391,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc #erat,9.16E+15,2020-07-14 11:09:00+00:00,281,2,0.007117438,0,0,0,2,0,0,0,0,0,14-07-2020,11:09,14,7,2020
392,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed #luctus,5.87E+15,2020-07-14 02:57:00+00:00,1443,32,0.022176022,0,2,14,3,0,0,13,0,0,14-07-2020,02:57,14,7,2020
393,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum #curae,7.30E+15,2020-07-13 23:18:00+00:00,171,5,0.029239766,1,1,1,2,0,0,0,0,0,13-07-2020,23:18,13,7,2020
394,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis #metus,7.04E+15,2020-07-13 22:06:00+00:00,468,0,0,0,0,0,0,0,0,0,0,0,13-07-2020,22:06,13,7,2020
395,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #non,9.73E+15,2020-07-13 21:42:00+00:00,52,3,0.057692308,0,0,2,0,0,0,1,0,0,13-07-2020,21:42,13,7,2020
396,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum #fermentum,8.37E+15,2020-07-13 20:07:00+00:00,1048,212,0.202290076,0,2,3,8,184,0,15,0,0,13-07-2020,20:07,13,7,2020
397,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer #neque,2.97E+15,2020-07-13 20:03:00+00:00,33,0,0,0,0,0,0,0,0,0,0,0,13-07-2020,20:03,13,7,2020
398,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt #in,7.45E+15,2020-07-13 20:00:00+00:00,58,2,0.034482759,0,1,1,0,0,0,0,0,0,13-07-2020,20:00,13,7,2020
399,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut #eu,7.94E+14,2020-07-13 19:09:00+00:00,387,9,0.023255814,0,2,2,3,0,0,2,0,0,13-07-2020,19:09,13,7,2020
400,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim #vel,4.30E+14,2020-07-13 16:57:00+00:00,302,2,0.006622517,0,0,1,0,1,0,0,22,0,13-07-2020,16:57,13,7,2020
401,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #vulputate,3.74E+15,2020-07-13 16:44:00+00:00,144,3,0.020833333,0,1,1,0,0,0,1,0,0,13-07-2020,16:44,13,7,2020
402,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet #vel,1.70E+15,2020-07-13 16:28:00+00:00,498,0,0,0,0,0,0,0,0,0,0,0,13-07-2020,16:28,13,7,2020
403,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede #eleifend,5.18E+15,2020-07-13 15:28:00+00:00,58,1,0.017241379,0,0,1,0,0,0,0,0,0,13-07-2020,15:28,13,7,2020
404,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum #ultrices,3.97E+15,2020-07-13 14:35:00+00:00,245,11,0.044897959,0,0,0,2,0,0,9,0,0,13-07-2020,14:35,13,7,2020
405,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus #quis,6.34E+15,2020-07-13 14:32:00+00:00,392,14,0.035714286,0,1,1,1,0,0,11,0,0,13-07-2020,14:32,13,7,2020
406,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum #sit,7.12E+15,2020-07-13 13:41:00+00:00,374,4,0.010695187,0,0,3,1,0,0,0,0,0,13-07-2020,13:41,13,7,2020
407,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus #massa,1.21E+15,2020-07-13 13:40:00+00:00,602,11,0.018272425,0,1,9,0,0,0,1,0,0,13-07-2020,13:40,13,7,2020
408,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer #tempus,9.77E+15,2020-07-13 13:39:00+00:00,418,20,0.04784689,0,0,0,0,11,0,9,0,0,13-07-2020,13:39,13,7,2020
409,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #est,9.22E+15,2020-07-13 13:30:00+00:00,858,16,0.018648019,2,1,2,3,0,0,8,0,0,13-07-2020,13:30,13,7,2020
410,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #aliquam,7.52E+15,2020-07-13 13:17:00+00:00,1845,45,0.024390244,5,2,5,1,8,0,14,9,9,13-07-2020,13:17,13,7,2020
411,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel #consequat,4.94E+15,2020-07-13 12:44:00+00:00,870,58,0.066666667,0,0,6,4,0,1,1,46,46,13-07-2020,12:44,13,7,2020
412,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at #ultrices,4.45E+15,2020-07-13 01:01:00+00:00,520,14,0.026923077,0,2,5,3,0,0,4,0,0,13-07-2020,01:01,13,7,2020
413,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar #egestas,2.31E+14,2020-07-12 22:03:00+00:00,841,13,0.015457788,0,0,4,2,0,0,7,0,0,12-07-2020,22:03,12,7,2020
415,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui #sapien,9.08E+15,2020-07-12 19:33:00+00:00,459,22,0.047930283,0,1,4,3,12,0,2,0,0,12-07-2020,19:33,12,7,2020
416,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum #venenatis,2.65E+15,2020-07-12 18:03:00+00:00,4820,149,0.030912863,5,1,17,3,82,0,41,0,0,12-07-2020,18:03,12,7,2020
417,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo #dolor,5.38E+15,2020-07-12 17:55:00+00:00,533,7,0.013133208,0,1,2,3,0,0,1,0,0,12-07-2020,17:55,12,7,2020
418,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus #in,4.69E+15,2020-07-12 16:07:00+00:00,1460,12,0.008219178,0,1,3,2,0,0,6,0,0,12-07-2020,16:07,12,7,2020
419,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus #dis,6.70E+15,2020-07-12 03:53:00+00:00,271,40,0.147601476,0,0,5,0,0,0,5,30,30,12-07-2020,03:53,12,7,2020
420,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio #ante,5.76E+15,2020-07-12 02:21:00+00:00,240,41,0.170833333,0,3,5,0,0,0,12,21,21,12-07-2020,02:21,12,7,2020
421,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis #nam,3.39E+15,2020-07-12 01:33:00+00:00,299,84,0.280936455,0,0,6,0,1,0,3,74,74,12-07-2020,01:33,12,7,2020
422,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis #ac,7.00E+15,2020-07-11 19:23:00+00:00,86,2,0.023255814,0,0,0,0,0,0,2,0,0,11-07-2020,19:23,11,7,2020
423,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis #at,7.97E+15,2020-07-11 19:21:00+00:00,436,1,0.002293578,0,0,0,1,0,0,0,0,0,11-07-2020,19:21,11,7,2020
424,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac #metus,4.08E+15,2020-07-11 18:15:00+00:00,93,2,0.021505376,0,0,0,0,0,0,2,0,0,11-07-2020,18:15,11,7,2020
425,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum #non,8.55E+15,2020-07-11 18:07:00+00:00,218,2,0.009174312,0,0,0,0,0,0,2,0,0,11-07-2020,18:07,11,7,2020
426,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris #maecenas,4.83E+15,2020-07-11 17:46:00+00:00,3357,372,0.110813226,4,4,28,145,0,0,191,0,0,11-07-2020,17:46,11,7,2020
